time/total_timesteps,time/fps,time/time_elapsed,time/iterations,train/entropy_loss,train/value_loss,train/loss,train/policy_gradient_loss,train/n_updates,train/learning_rate,train/clip_range,train/explained_variance,train/clip_fraction,train/std,train/approx_kl,rollout/ep_rew_mean,rollout/ep_len_mean
11776,1284,9,23,-43.76826632022858,0.009372827567858621,-0.03171960264444351,-0.02236543456092477,352,0.0004092704424510632,0.2,0.1198345422744751,0.2266845703125,0.9936165809631348,0.018140607,-2.7070307777777782,1258.0
12288,1284,9,24,-43.78319442272186,0.06806442083325237,-0.015798423439264297,-0.028464158531278372,368,0.0004092704424510632,0.2,0.13335692882537842,0.279541015625,0.9944524168968201,0.028962512,-2.7070307777777782,1258.0
12800,1282,9,25,-43.79480576515198,0.02348260980215855,-0.02624656818807125,-0.02344177375198342,384,0.0004092704424510632,0.2,0.07528936862945557,0.216552734375,0.9942046999931335,0.0182738,-2.7119015000000006,1258.0
13312,1282,10,26,-43.78169798851013,0.0766072494443506,0.004853235557675362,-0.02221762837143615,400,0.0004092704424510632,0.2,0.4030414819717407,0.2872314453125,0.9939190149307251,0.026588526,-2.7119015000000006,1258.0
13824,1281,10,27,-43.7798855304718,0.004837774298721342,-0.03521731123328209,-0.026066976686706766,416,0.0004092704424510632,0.2,-14.951610565185547,0.245849609375,0.9942054748535156,0.02471238,-2.7119015000000006,1258.0
14336,1279,11,28,-43.79421830177307,0.007416377527988516,-0.040900398045778275,-0.030153061481541954,432,0.0004092704424510632,0.2,0.08331924676895142,0.3067626953125,0.9945946931838989,0.030259773,-2.705204,1258.0
14848,1277,11,29,-43.796035408973694,0.06443844677414745,-0.0184859037399292,-0.02240523195359856,448,0.0004092704424510632,0.2,0.044907569885253906,0.2841796875,0.9943373799324036,0.03650547,-2.705204,1258.0
15360,1276,12,30,-43.790451765060425,0.01768127188552171,-0.019006798043847084,-0.01704570301808417,464,0.0004092704424510632,0.2,-0.4326282739639282,0.1702880859375,0.9946065545082092,0.016547136,-2.7009565,1258.0
15872,1275,12,31,-43.79782819747925,0.08595062687527388,0.014903394505381584,-0.028810569609049708,480,0.0004092704424510632,0.2,0.4442481994628906,0.3106689453125,0.9946577548980713,0.033202365,-2.7009565,1258.0
16384,1273,12,32,-43.79545593261719,0.003225471533369273,-0.03685148432850838,-0.025978333957027644,496,0.0004092704424510632,0.2,-5.628851890563965,0.26123046875,0.9947422742843628,0.020680377,-2.6974987692307693,1258.0
16896,1271,13,33,-43.78155589103699,0.10858970880508423,0.024435538798570633,-0.027899272099602968,512,0.0004092704424510632,0.2,0.07480144500732422,0.2781982421875,0.9933197498321533,0.024699245,-2.6974987692307693,1258.0
17408,1269,13,34,-43.72905516624451,0.0030332626738527324,-0.04414143040776253,-0.028523447763291188,528,0.0004092704424510632,0.2,-5.0558552742004395,0.254638671875,0.9915810823440552,0.018588398,-2.6974987692307693,1258.0
17920,1269,14,35,-43.72509777545929,0.008080788713414222,-0.03579604625701904,-0.028672193438978866,544,0.0004092704424510632,0.2,0.11808359622955322,0.2733154296875,0.9942455887794495,0.018254321,-2.691648571428572,1258.0
18432,1269,14,36,-43.80205249786377,0.12028816295787692,0.008425146341323853,-0.020756844562129118,560,0.0004092704424510632,0.2,0.16141855716705322,0.1885986328125,0.995345413684845,0.019754037,-2.691648571428572,1258.0
18944,1269,14,37,-43.820210456848145,0.005061979420133866,-0.031756624579429626,-0.024390767386648804,576,0.0004092704424510632,0.2,-1.755873680114746,0.253173828125,0.9960230588912964,0.021958929,-2.6865979333333336,1258.0
19456,1268,15,38,-43.826382756233215,0.1517244663555175,0.027333837002515793,-0.02303076501993928,592,0.0004092704424510632,0.2,0.2624763250350952,0.195068359375,0.9953368306159973,0.023154575,-2.6865979333333336,1258.0
19968,1268,15,39,-43.822594165802,0.005925441520957975,-0.03074757382273674,-0.02537462995678652,608,0.0004092704424510632,0.2,-7.391206741333008,0.2247314453125,0.9964609742164612,0.01766939,-2.6865979333333336,1258.0
20480,1268,16,40,-43.85949432849884,0.01607526862062514,-0.04009147360920906,-0.025680558115709573,624,0.0004092704424510632,0.2,0.027616500854492188,0.269287109375,0.9973931312561035,0.02625645,-2.700667125,1258.0
20992,1267,16,41,-43.862494587898254,0.1603211301844567,0.00630999356508255,-0.01928632402268704,640,0.0004092704424510632,0.2,0.0524442195892334,0.2337646484375,0.9965975880622864,0.020629812,-2.700667125,1258.0
21504,1266,16,42,-43.845494747161865,0.02112070910516195,-0.019295532256364822,-0.025310286939202342,656,0.0004092704424510632,0.2,-0.49654924869537354,0.2303466796875,0.9967358708381653,0.017370947,-2.702742294117647,1258.0
22016,1266,17,43,-43.86050009727478,0.16272992291487753,0.03153987601399422,-0.02025925731868483,672,0.0004092704424510632,0.2,0.445667028427124,0.1864013671875,0.99739009141922,0.019331742,-2.702742294117647,1258.0
22528,1266,17,44,-43.86932027339935,0.006010463770508068,-0.05026840418577194,-0.03331052520661615,688,0.0004092704424510632,0.2,-10.339583396911621,0.2904052734375,0.997189998626709,0.025441138,-2.702742294117647,1258.0
23040,1266,18,45,-43.87421476840973,0.00869625601626467,-0.05000612139701843,-0.030153142040944658,704,0.0004092704424510632,0.2,0.05629408359527588,0.2891845703125,0.9978945851325989,0.030771364,-2.712811111111111,1258.0
23552,1265,18,46,-43.895729660987854,0.2309509264305234,0.03010966256260872,-0.026849367503018584,720,0.0004092704424510632,0.2,0.06524348258972168,0.20654296875,0.9983238577842712,0.02375583,-2.712811111111111,1258.0
24064,1266,19,47,-43.91913104057312,0.018505993473809212,-0.02303285524249077,-0.021688994689611718,736,0.0004092704424510632,0.2,-1.735198974609375,0.201904296875,0.9996398687362671,0.016678987,-2.7134832631578947,1258.0
24576,1265,19,48,-43.952563643455505,0.1960557794664055,0.06019057705998421,-0.021630522795021534,752,0.0004092704424510632,0.2,0.4764747619628906,0.17919921875,1.0002360343933105,0.018407172,-2.7134832631578947,1258.0
25088,1265,19,49,-43.95777881145477,0.009895442541164812,-0.03511480987071991,-0.028058311276254244,768,0.0004092704424510632,0.2,-21.119552612304688,0.2545166015625,1.000005841255188,0.023539785,-2.7134832631578947,1258.0
25600,1264,20,50,-43.94784438610077,0.009410670012584887,-0.04057469218969345,-0.02390572175499983,784,0.0004092704424510632,0.2,0.05685192346572876,0.2508544921875,0.9996111989021301,0.020395245,-2.7112973,1258.0
26112,1264,20,51,-43.93255293369293,0.22571718646213412,0.03437786549329758,-0.02284556806262117,800,0.0004092704424510632,0.2,0.05515772104263306,0.163818359375,0.9997237920761108,0.01905426,-2.7112973,1258.0
26624,1264,21,52,-43.94341313838959,0.05060043616686016,-0.01849454827606678,-0.025943534201360308,816,0.0004092704424510632,0.2,-0.4458184242248535,0.2294921875,1.0001485347747803,0.023050442,-2.715291619047619,1258.0
27136,1264,21,53,-43.958903074264526,0.20252039073966444,0.07359129190444946,-0.02322664160237764,832,0.0004092704424510632,0.2,0.5235347151756287,0.197265625,1.000605821609497,0.022459097,-2.715291619047619,1258.0
27648,1263,21,54,-43.973150849342346,0.004714137754490366,-0.04346221685409546,-0.035239964272477664,848,0.0004092704424510632,0.2,-11.54919719696045,0.312744140625,1.0013986825942993,0.023335747,-2.715291619047619,1258.0
28160,1264,22,55,-44.003544092178345,0.009984827571315691,-0.03856825828552246,-0.028184284456074238,864,0.0004092704424510632,0.2,0.11839747428894043,0.305908203125,1.0026057958602905,0.02167165,-2.7089330454545455,1258.0
28672,1263,22,56,-44.02308905124664,0.14746033120900393,0.013466482982039452,-0.020828066539252177,880,0.0004092704424510632,0.2,0.14198917150497437,0.28662109375,1.0026681423187256,0.03058532,-2.7089330454545455,1258.0
29184,1263,23,57,-44.02659595012665,0.043774032907094806,-0.031248925253748894,-0.028879178542410955,896,0.0004092704424510632,0.2,-1.851588487625122,0.273193359375,1.0030183792114258,0.016860452,-2.706166304347826,1258.0
29696,1263,23,58,-44.037705421447754,0.1623216182924807,0.007250353693962097,-0.0248426582547836,912,0.0004092704424510632,0.2,0.26931238174438477,0.2144775390625,1.003021478652954,0.017371945,-2.706166304347826,1258.0
30208,1263,23,59,-44.04972422122955,0.00848740585934138,-0.03464086353778839,-0.02724393259268254,928,0.0004092704424510632,0.2,-9.054936408996582,0.244140625,1.004008173942566,0.017632436,-2.703498208333333,1258.0
30720,1263,24,60,-44.05489146709442,0.24831603630445898,0.030974440276622772,-0.019927258050302044,944,0.0004092704424510632,0.2,0.12510526180267334,0.1904296875,1.003170371055603,0.017948832,-2.703498208333333,1258.0
31232,1263,24,61,-44.04717421531677,0.002982328944199253,-0.03720322623848915,-0.021414928953163326,960,0.0004092704424510632,0.2,-1.9167046546936035,0.2327880859375,1.0040090084075928,0.018643938,-2.703498208333333,1258.0
31744,1262,25,62,-44.07270169258118,0.012090507545508444,-0.030219411477446556,-0.024524482010747306,976,0.0004092704424510632,0.2,0.023633599281311035,0.276611328125,1.0044870376586914,0.022645392,-2.7062244799999995,1258.0
32256,1263,25,63,-44.08994460105896,0.2618967881426215,0.032175350934267044,-0.021027448965469375,992,0.0004092704424510632,0.2,0.06259793043136597,0.2127685546875,1.0052903890609741,0.018746046,-2.7062244799999995,1258.0
32768,1262,25,64,-44.09107732772827,0.039414252096321434,-0.0159851536154747,-0.021187159058172256,1008,0.0004092704424510632,0.2,-0.5319916009902954,0.2161865234375,1.0039329528808594,0.013838405,-2.7160680769230767,1258.0
33280,1262,26,65,-44.04765522480011,0.28993994276970625,0.05891072377562523,-0.018991739605553448,1024,0.0004092704424510632,0.2,0.4838266968727112,0.151123046875,1.0031397342681885,0.017002461,-2.7160680769230767,1258.0
33792,1262,26,66,-44.04738140106201,0.008547666533559095,-0.02006595768034458,-0.019760822295211256,1040,0.0004092704424510632,0.2,-9.44818115234375,0.2261962890625,1.0040175914764404,0.017999632,-2.7160680769230767,1258.0
34304,1262,27,67,-44.07362973690033,0.011744210409233347,-0.037462107837200165,-0.027956685080425814,1056,0.0004092704424510632,0.2,0.031202316284179688,0.27685546875,1.0045546293258667,0.01950196,-2.7112006296296296,1258.0
34816,1262,27,68,-44.08442175388336,0.3082562480121851,0.048935629427433014,-0.021872039666050114,1072,0.0004092704424510632,0.2,0.0683976411819458,0.15185546875,1.0045541524887085,0.019896843,-2.7112006296296296,1258.0
35328,1262,27,69,-44.08426070213318,0.021527649951167405,-0.03678922727704048,-0.026398565525596496,1088,0.0004092704424510632,0.2,-1.0279147624969482,0.24462890625,1.0049399137496948,0.024118163,-2.708324714285714,1258.0
35840,1262,28,70,-44.09248232841492,0.2702920949086547,0.08974555134773254,-0.018574354122392833,1104,0.0004092704424510632,0.2,0.5217641592025757,0.1329345703125,1.0051413774490356,0.019062323,-2.708324714285714,1258.0
36352,1261,28,71,-44.098395109176636,0.01973892009118572,-0.040618374943733215,-0.024982796647236682,1120,0.0004092704424510632,0.2,-3.5631918907165527,0.2425537109375,1.0058298110961914,0.018822467,-2.708324714285714,1258.0
36864,1260,29,72,-44.11078083515167,0.010244420409435406,-0.032365646213293076,-0.02764370623481227,1136,0.0004092704424510632,0.2,0.0361400842666626,0.2767333984375,1.005667805671692,0.020328999,-2.7081975517241377,1258.0
37376,1260,29,73,-44.10281205177307,0.31477609160356224,0.004141904413700104,-0.017992364402743988,1152,0.0004092704424510632,0.2,0.059853971004486084,0.1353759765625,1.0055580139160156,0.016783368,-2.7081975517241377,1258.0
37888,1260,30,74,-44.1174932718277,0.014408323870156892,-0.032370470464229584,-0.025450866487517487,1168,0.0004092704424510632,0.2,-4.298358917236328,0.2652587890625,1.0070157051086426,0.021561874,-2.7178489666666663,1258.0
38400,1259,30,75,-44.16004776954651,0.30600081849843264,0.06153840944170952,-0.020025804347824305,1184,0.0004092704424510632,0.2,0.17518824338912964,0.1396484375,1.0075047016143799,0.020739239,-2.7178489666666663,1258.0
38912,1259,30,76,-44.14632713794708,0.01647346545360051,-0.016120243817567825,-0.02292677346849814,1200,0.0004092704424510632,0.2,-1.3225197792053223,0.2852783203125,1.006075382232666,0.020343903,-2.7178489666666663,1258.0
39424,1259,31,77,-44.127644658088684,0.01050828761071898,-0.028567111119627953,-0.029824292374541983,1216,0.0004092704424510632,0.2,0.08562982082366943,0.332275390625,1.0075478553771973,0.019933771,-2.7115649354838705,1258.0
39936,1259,31,78,-44.182743072509766,0.26347210980020463,0.08515622466802597,-0.019630552298622206,1232,0.0004092704424510632,0.2,0.22205787897109985,0.1614990234375,1.0083147287368774,0.017101862,-2.7115649354838705,1258.0
40448,1258,32,79,-44.19334018230438,0.008697828583535738,-0.02997649274766445,-0.023968429406522773,1248,0.0004092704424510632,0.2,-2.1051547527313232,0.2833251953125,1.0084353685379028,0.019022992,-2.7121571875,1258.0
40960,1259,32,80,-44.202415227890015,0.42763907881453633,0.10943688452243805,-0.01723392510029953,1264,0.0004092704424510632,0.2,0.28970110416412354,0.1585693359375,1.0086246728897095,0.023056567,-2.7121571875,1258.0
41472,1259,32,81,-44.207417726516724,0.01110823671479011,-0.045846883207559586,-0.026882408797973767,1280,0.0004092704424510632,0.2,-12.324972152709961,0.2357177734375,1.0088074207305908,0.014399616,-2.7121571875,1258.0
41984,1259,33,82,-44.21811246871948,0.011779470805777237,-0.046703681349754333,-0.031683270732173696,1296,0.0004092704424510632,0.2,0.06674379110336304,0.339599609375,1.0091452598571777,0.02316447,-2.7113889696969697,1258.0
42496,1259,33,83,-44.23040819168091,0.4108260674402118,0.01583210751414299,-0.026574871997581795,1312,0.0004092704424510632,0.2,0.05468791723251343,0.25341796875,1.0097743272781372,0.025020268,-2.7113889696969697,1258.0
43008,1259,34,84,-44.26095533370972,0.02679357340093702,-0.025701792910695076,-0.023398174278554507,1328,0.0004092704424510632,0.2,-4.397493362426758,0.2723388671875,1.011472463607788,0.020438123,-2.7169672352941174,1258.0
43520,1259,34,85,-44.29791295528412,0.4746223269030452,0.14390209317207336,-0.019988408574135974,1344,0.0004092704424510632,0.2,0.2246096134185791,0.216796875,1.0115549564361572,0.026412435,-2.7169672352941174,1258.0
44032,1258,34,86,-44.299466013908386,0.004941183848131914,-0.03525163233280182,-0.022739794803783298,1360,0.0004092704424510632,0.2,-13.836124420166016,0.2611083984375,1.0122801065444946,0.016867563,-2.7246684285714284,1258.0
44544,1258,35,87,-44.31429481506348,0.6805046731606126,0.2007444053888321,-0.01494911196641624,1376,0.0004092704424510632,0.2,0.04590374231338501,0.099853515625,1.011980414390564,0.014603153,-2.7246684285714284,1258.0
45056,1258,35,88,-44.309475898742676,0.009779317108041141,-0.03659461811184883,-0.022714968872605823,1392,0.0004092704424510632,0.2,-8.279816627502441,0.2301025390625,1.0123993158340454,0.015282562,-2.7246684285714284,1258.0
45568,1258,36,89,-44.318761587142944,0.009332188332336955,-0.040720634162425995,-0.03210007585585117,1408,0.0004092704424510632,0.2,0.00642848014831543,0.30126953125,1.0123568773269653,0.025145467,-2.7230504444444446,1258.0
46080,1259,36,90,-44.30542755126953,0.5930972690694034,0.12577220797538757,-0.021966575368423946,1424,0.0004092704424510632,0.2,0.01792985200881958,0.267822265625,1.0116198062896729,0.022257881,-2.7230504444444446,1258.0
46592,1259,36,91,-44.293251156806946,0.0024662113974045496,-0.03722871467471123,-0.027276104185148142,1440,0.0004092704424510632,0.2,-15.936967849731445,0.3116455078125,1.01170015335083,0.027045485,-2.7259648918918917,1258.0
47104,1259,37,92,-44.29987561702728,0.5785561120137572,0.13026754558086395,-0.011352271903888322,1456,0.0004092704424510632,0.2,0.2401982545852661,0.08154296875,1.0117818117141724,0.011001857,-2.7259648918918917,1258.0
47616,1259,37,93,-44.35602378845215,0.0034435232628311496,-0.037438757717609406,-0.025099016726017,1472,0.0004092704424510632,0.2,-9.567059516906738,0.2493896484375,1.016306757926941,0.018369326,-2.7259648918918917,1258.0
48128,1259,38,94,-44.461634159088135,0.009823538712225854,-0.026225846260786057,-0.02722947696747724,1488,0.0004092704424510632,0.2,0.010912418365478516,0.2802734375,1.016848087310791,0.022807611,-2.7238965526315786,1258.0
48640,1258,38,95,-44.44188976287842,0.5537059544585645,0.05102994292974472,-0.019793135958025232,1504,0.0004092704424510632,0.2,0.032336533069610596,0.15966796875,1.0159101486206055,0.017821964,-2.7238965526315786,1258.0
49152,1258,39,96,-44.43550980091095,0.009920587312080897,-0.027324100956320763,-0.023971892704139464,1520,0.0004092704424510632,0.2,-3.8721494674682617,0.2811279296875,1.0166093111038208,0.026607849,-2.721946846153846,1258.0
49664,1258,39,97,-44.45206904411316,0.5976185239851475,0.07051855325698853,-0.021383313491242006,1536,0.0004092704424510632,0.2,0.07631641626358032,0.1412353515625,1.016710638999939,0.01590071,-2.721946846153846,1258.0
50176,1258,39,98,-44.4499808549881,0.0028227912098373054,-0.03944176062941551,-0.026005358435213566,1552,0.0004092704424510632,0.2,-13.198634147644043,0.26904296875,1.0164941549301147,0.017572602,-2.721946846153846,1258.0
50688,1258,40,99,-44.4452098608017,0.010494385001948103,-0.03805641457438469,-0.02816042787162587,1568,0.0004092704424510632,0.2,0.01448911428451538,0.271484375,1.0161372423171997,0.021256179,-2.722300475,1258.0
51200,1259,40,100,-44.42870032787323,0.7826947793364525,0.18853265047073364,-0.0167108450550586,1584,0.0004092704424510632,0.2,0.030561447143554688,0.0885009765625,1.0159636735916138,0.014826185,-2.722300475,1258.0
51712,1259,41,101,-44.43395006656647,0.009783104702364653,-0.03198951482772827,-0.032177745568333194,1600,0.0004092704424510632,0.2,-1.2664008140563965,0.3321533203125,1.0166524648666382,0.021696726,-2.721034780487805,1258.0
52224,1258,41,102,-44.44524073600769,0.6619339557364583,0.08620890974998474,-0.016035049498896115,1616,0.0004092704424510632,0.2,0.2245057225227356,0.1240234375,1.0165601968765259,0.012346503,-2.721034780487805,1258.0
52736,1258,41,103,-44.45570659637451,0.01061327384377364,-0.021278683096170425,-0.01988669138518162,1632,0.0004092704424510632,0.2,-5.148004055023193,0.2271728515625,1.0180917978286743,0.014465978,-2.721034780487805,1258.0
53248,1258,42,104,-44.518929839134216,0.010916799219558015,-0.023063044995069504,-0.029494523449102417,1648,0.0004092704424510632,0.2,0.029075264930725098,0.2923583984375,1.020311951637268,0.023897734,-2.7237640476190474,1258.0
53760,1258,42,105,-44.56502437591553,0.6754364282824099,0.07866764813661575,-0.010318687549442984,1664,0.0004092704424510632,0.2,0.08437371253967285,0.0379638671875,1.0209808349609375,0.008288549,-2.7237640476190474,1258.0
54272,1258,43,106,-44.577356576919556,0.02584383374778554,-0.012766352854669094,-0.023491447645938024,1680,0.0004092704424510632,0.2,-9.779549598693848,0.213623046875,1.0215439796447754,0.018265115,-2.7267052790697672,1258.0
54784,1258,43,107,-44.596482157707214,0.8401546459645033,0.1483319103717804,-0.010639340849593282,1696,0.0004092704424510632,0.2,0.05241823196411133,0.0477294921875,1.0221227407455444,0.010959027,-2.7267052790697672,1258.0
55296,1259,43,108,-44.5957692861557,0.008347526731085964,-0.029395179823040962,-0.02637960686115548,1712,0.0004092704424510632,0.2,-21.894594192504883,0.2537841796875,1.0215215682983398,0.01921187,-2.7267052790697672,1258.0
55808,1259,44,109,-44.56753671169281,0.012057699699653313,-0.026889564469456673,-0.019394126706174575,1728,0.0004092704424510632,0.2,0.10248500108718872,0.2100830078125,1.0199289321899414,0.015112899,-2.7267165454545452,1258.0
56320,1259,44,110,-44.51887834072113,0.47149576991796494,0.03818913549184799,-0.014888770514517091,1744,0.0004092704424510632,0.2,0.20180708169937134,0.12158203125,1.0189045667648315,0.022836838,-2.7267165454545452,1258.0
56832,1258,45,111,-44.4683393239975,0.31357211992144585,0.09628120064735413,-0.023566737756482325,1760,0.0004092704424510632,0.2,-0.022213339805603027,0.294189453125,1.015944480895996,0.02408512,-2.7351851777777774,1258.0
57344,1258,45,112,-44.39365077018738,0.54029646422714,0.18194670975208282,-0.02102701665717177,1776,0.0004092704424510632,0.2,0.5681085586547852,0.16650390625,1.0150452852249146,0.019174311,-2.7351851777777774,1258.0
57856,1258,45,113,-44.39065206050873,0.010318527958588675,-0.04757802188396454,-0.034975882270373404,1792,0.0004092704424510632,0.2,-18.527339935302734,0.3448486328125,1.015143871307373,0.021771155,-2.7351851777777774,1258.0
58368,1258,46,114,-44.40177285671234,0.026873588212765753,-0.031445249915122986,-0.033520856726681814,1808,0.0004092704424510632,0.2,0.3189711570739746,0.3544921875,1.015971302986145,0.032403607,-2.7330337391304345,1258.0
58880,1258,46,115,-44.422332406044006,0.2925188709050417,0.012724623084068298,-0.02075512844021432,1824,0.0004092704424510632,0.2,0.23039013147354126,0.2169189453125,1.0161486864089966,0.029037187,-2.7330337391304345,1258.0
59392,1258,47,116,-44.40386772155762,0.04100117244524881,-0.026525206863880157,-0.026753457263112068,1840,0.0004092704424510632,0.2,-3.1388416290283203,0.2828369140625,1.013974905014038,0.021467699,-2.738978382978723,1258.0
59904,1258,47,117,-44.34034550189972,0.7302530184388161,0.20354965329170227,-0.014634956227382645,1856,0.0004092704424510632,0.2,0.3566322922706604,0.1063232421875,1.012834072113037,0.016334474,-2.738978382978723,1258.0
60416,1258,48,118,-44.32592964172363,0.00596844953179243,-0.036161232739686966,-0.025906546972692013,1872,0.0004092704424510632,0.2,-18.127071380615234,0.2510986328125,1.012820839881897,0.023791302,-2.7435484375,1258.0
60928,1258,48,119,-44.32524847984314,1.1018634252250195,0.20222768187522888,-0.012027934077195823,1888,0.0004092704424510632,0.2,0.10201746225357056,0.053955078125,1.0127040147781372,0.010348305,-2.7435484375,1258.0
61440,1258,48,120,-44.3129563331604,0.013120338870066917,-0.03639918938279152,-0.027331861143466085,1904,0.0004092704424510632,0.2,-12.395403861999512,0.25146484375,1.012414813041687,0.024378235,-2.7435484375,1258.0
61952,1257,49,121,-44.310914397239685,0.010232300468487665,-0.04636799171566963,-0.03143852783978218,1920,0.0004092704424510632,0.2,0.04078859090805054,0.307373046875,1.0124889612197876,0.026697015,-2.7443649999999997,1258.0
62464,1257,49,122,-44.307682514190674,0.5588836199603975,0.1117371916770935,-0.017661900448729284,1936,0.0004092704424510632,0.2,0.2002936601638794,0.128173828125,1.012076497077942,0.015238183,-2.7443649999999997,1258.0
62976,1257,50,123,-44.30740463733673,0.024933615582995117,-0.03511577844619751,-0.02807930190465413,1952,0.0004092704424510632,0.2,-4.6829833984375,0.2742919921875,1.0134460926055908,0.02535194,-2.74545148,1258.0
63488,1257,50,124,-44.34417748451233,0.7691893381997943,0.22806675732135773,-0.00856579138780944,1968,0.0004092704424510632,0.2,0.41948819160461426,0.0902099609375,1.0138590335845947,0.023692947,-2.74545148,1258.0
64000,1257,50,125,-44.33858275413513,0.007647094062122051,-0.02921966090798378,-0.026712433260399848,1984,0.0004092704424510632,0.2,-22.799997329711914,0.30126953125,1.0134350061416626,0.025846245,-2.74545148,1258.0
64512,1257,51,126,-44.34443998336792,0.010198181553278118,-0.02826458215713501,-0.025794331508222967,2000,0.0004092704424510632,0.2,0.026453137397766113,0.2652587890625,1.014395833015442,0.016618649,-2.745189862745098,1258.0
